iter	Logloss
119	0.3396195871
120	0.338674896
121	0.3379014889
122	0.3366312188
123	0.3357322304
124	0.3346585684
125	0.3335681262
126	0.3325152453
127	0.3317669243
128	0.3309417114
129	0.329990417
130	0.3292591251
131	0.3283928
132	0.3276061159
133	0.3267111553
134	0.3256767925
135	0.3250754127
136	0.3239632044
137	0.3228306758
138	0.3216641284
139	0.3207033985
140	0.3199031986
141	0.3191007771
142	0.3184013636
143	0.3172693257
144	0.3165608271
145	0.3156337792
146	0.3147961412
147	0.3140293569
148	0.3133074975
149	0.3126010466
150	0.3116114622
151	0.3105993784
152	0.3100855134
153	0.3091904228
154	0.30855258
155	0.3077109285
156	0.3068937722
157	0.3062530876
158	0.3050625163
159	0.3042128382
160	0.3032965996
161	0.3024671422
162	0.3018774742
163	0.3014593951
164	0.3007842264
165	0.300224086
166	0.2994437468
167	0.2990318551
168	0.2984295332
169	0.2978718077
170	0.297170976
171	0.2963606424
172	0.2957520832
173	0.2950890097
174	0.2943820047
175	0.2939390855
176	0.2932207251
177	0.2927864566
178	0.2921376655
179	0.2913597541
180	0.2907564994
181	0.2903131948
182	0.2896083507
183	0.288842354
184	0.2884620478
185	0.2878279063
186	0.2871045478
187	0.2863047754
188	0.2858670876
189	0.2853198749
190	0.2848425468
191	0.2842807167
192	0.2837777654
193	0.2832548949
194	0.282523981
195	0.281826718
196	0.2814643734
197	0.2809486022
198	0.2802306416
199	0.2794964508
200	0.2789727863
201	0.2784554112
202	0.2779533973
203	0.2774744814
204	0.2768055814
205	0.2760342215
206	0.2755064914
207	0.2750812633
208	0.2744984174
209	0.2739886714
210	0.2734756565
211	0.2730084803
212	0.2725369462
213	0.2720985468
214	0.2715365174
215	0.2710519309
216	0.270279388
217	0.2698222766
218	0.2692495445
219	0.2685931402
220	0.2682099137
221	0.2678675234
222	0.2671916326
223	0.2665802232
224	0.2661549221
225	0.2658408894
226	0.2653965537
227	0.2648940598
228	0.2645956768
229	0.2641228237
230	0.2637221954
231	0.2631284272
232	0.2626663368
233	0.2621400188
234	0.2616537972
235	0.2611199371
236	0.2606397946
237	0.2601674669
238	0.2595662572
239	0.2588853492
240	0.2585333442
241	0.2582069783
242	0.2575060837
243	0.2572196631
244	0.2567738427
245	0.2562144646
246	0.2558531747
247	0.2555634671
248	0.255029009
249	0.2546098811
250	0.2542335803
251	0.2537872063
252	0.2534117735
253	0.2531694069
254	0.252659107
255	0.2522090546
256	0.2515843552
257	0.2510531419
258	0.2508185328
259	0.2506067368
260	0.2504584069
261	0.2500893417
262	0.2498810038
263	0.2494335192
264	0.2491023534
265	0.248540753
266	0.2481439534
267	0.2477275476
268	0.2474808444
269	0.2471347506
270	0.2468432844
271	0.2463825884
272	0.2459064312
273	0.2456443683
274	0.2451278205
275	0.2447470782
276	0.244463824
277	0.2441859307
278	0.2437292737
279	0.2434810614
280	0.2430845146
281	0.2425566454
282	0.2420765953
283	0.2416756634
284	0.2414484316
285	0.2411200728
286	0.2408807202
287	0.2404114669
288	0.2400842478
289	0.2396100495
290	0.2394198752
291	0.2392350624
292	0.2389492672
293	0.2385421743
294	0.2383638635
295	0.2380687409
296	0.2377637614
297	0.2374748912
298	0.2372626267
299	0.2369565749
300	0.2367233149
301	0.2364150424
302	0.2359579599
303	0.2357222826
304	0.2352922496
305	0.2348411536
306	0.2342083364
307	0.2339070659
308	0.2335222601
309	0.2332384854
310	0.2329430754
311	0.2326900889
312	0.2322618462
313	0.2319663454
314	0.2314995475
315	0.2313385047
316	0.2309120082
317	0.2304650388
318	0.2301468173
319	0.2297240175
320	0.2293782921
321	0.2291029489
322	0.2287676471
323	0.2285059097
324	0.2281694444
325	0.2279899441
326	0.2275935926
327	0.2273668588
328	0.2269958396
329	0.2267267798
330	0.2264792756
331	0.2262999
332	0.2260370468
333	0.2256274118
334	0.2253270466
335	0.2250423322
336	0.2247396261
337	0.2245415744
338	0.224206111
339	0.2238497314
340	0.2235767021
341	0.2233554601
342	0.2231157686
343	0.2227132517
344	0.2222644486
345	0.221692177
346	0.22141202
347	0.2211911353
348	0.2207675268
349	0.2204028993
350	0.2201974512
351	0.2198307129
352	0.2194949481
353	0.2192144295
354	0.2189586948
355	0.2185651821
356	0.2182232582
357	0.2179532179
358	0.2175850908
359	0.2174152653
360	0.2170337871
361	0.2168053379
362	0.2166571018
363	0.2162392404
364	0.2159213966
365	0.2157119094
366	0.2153489683
367	0.2149560053
368	0.2146796249
369	0.2144592004
370	0.2141328126
371	0.2138770715
372	0.2135988504
373	0.213406697
374	0.2129331993
375	0.2124967345
376	0.2122328767
377	0.2118049394
378	0.2115508939
379	0.2112331109
380	0.2109560683
381	0.210656696
382	0.210404528
383	0.2101917586
384	0.2097464672
385	0.209288708
386	0.2091056179
387	0.2088928286
388	0.2085749665
389	0.2083496425
390	0.2081111399
391	0.2078774024
392	0.2076775029
393	0.2074180752
394	0.2071458451
395	0.2069729947
396	0.2067176232
397	0.2064897191
398	0.2062851443
399	0.2060340169
400	0.2056071857
401	0.2054061639
402	0.2051797534
403	0.2048971768
404	0.2045848629
405	0.204306028
406	0.2039885648
407	0.203754419
408	0.2034562375
409	0.2031874375
410	0.2030434986
411	0.2028199929
412	0.20262191
413	0.2024073469
414	0.2020943562
415	0.2018844827
416	0.2015837029
417	0.2013906146
418	0.2012606737
419	0.2010016493
420	0.2007550695
421	0.200456737
422	0.2004474285
423	0.2001093835
424	0.1997215711
425	0.1994734531
426	0.199342778
427	0.1991368874
428	0.1989958402
429	0.1986784208
430	0.1982375306
431	0.1979308699
432	0.1976249687
433	0.1974459831
434	0.1972317515
435	0.1969268541
436	0.1965282502
437	0.1962878062
438	0.1960425823
439	0.1956555064
440	0.1954225715
441	0.1950968178
442	0.1947026271
443	0.1943655726
444	0.1941153224
445	0.1936822752
446	0.1934049462
447	0.1931451311
448	0.1929486153
449	0.1927898834
450	0.1926251243
451	0.1924286026
452	0.1922164972
453	0.1920277809
454	0.1918566318
455	0.1916398688
456	0.1913468442
457	0.19104194
458	0.1908163325
459	0.1906802074
460	0.1904679619
461	0.1902432741
462	0.1900417875
463	0.1899327258
464	0.1897055579
465	0.1895250092
466	0.1893910029
467	0.188972616
468	0.1887768803
469	0.1883659977
470	0.1881505956
471	0.1878618573
472	0.1877358704
473	0.187455338
474	0.1870874964
475	0.1868832803
476	0.1866914603
477	0.1864939872
478	0.1862111211
479	0.1860376937
480	0.1857994979
481	0.1856589081
482	0.1854108001
483	0.1849996495
484	0.1846822535
485	0.1844855225
486	0.1842889657
487	0.1840180618
488	0.1836963977
489	0.1833699788
490	0.1831654746
491	0.1829332218
492	0.1828168639
493	0.1825809021
494	0.1824240209
495	0.1821495043
496	0.1819959364
497	0.1818198569
498	0.181598222
499	0.181473611
500	0.1813800957
501	0.1811263467
502	0.1809502328
503	0.1808438799
504	0.1806793181
505	0.1805086516
506	0.180304824
507	0.1801343201
508	0.1798152704
509	0.1796583011
510	0.1793530312
511	0.1792105412
512	0.1788609345
513	0.1786231606
514	0.1784882089
515	0.1781495378
516	0.1779312858
517	0.1775968622
518	0.1773496965
519	0.1770015556
520	0.1766684581
521	0.1763249087
522	0.1761206658
523	0.1758779181
524	0.1756070674
525	0.1754799938
526	0.1750973743
527	0.1748824846
528	0.1747293372
529	0.174566533
530	0.1743651069
531	0.1740749375
532	0.1740377815
533	0.1737178884
534	0.1735099501
535	0.1734697758
536	0.173204313
537	0.1730389421
538	0.1729853441
539	0.1727067783
540	0.1724871141
541	0.1723047793
542	0.171885465
543	0.1718025958
544	0.1716117756
545	0.1714063151
546	0.1711854718
547	0.1709651543
548	0.170730033
549	0.1705026871
550	0.1703120476
551	0.1701758267
552	0.1698479147
553	0.1696759813
554	0.1693386993
555	0.1690789416
556	0.1688251307
557	0.1686877543
558	0.1684870204
559	0.1682697299
560	0.1680744481
561	0.1678303113
562	0.1677185039
563	0.167526087
564	0.1671884217
565	0.1669454305
566	0.1668420621
567	0.1666235573
568	0.1664725247
569	0.1663507527
570	0.1659773582
571	0.1657436339
572	0.1655839104
573	0.1652188585
574	0.1649705765
575	0.1647007481
576	0.1645947442
577	0.1642598718
578	0.1641084519
579	0.1639347638
580	0.1636327514
581	0.1633613267
582	0.1632895851
583	0.1631230505
584	0.1629508571
585	0.1627662083
586	0.1625321745
587	0.1622491855
588	0.162040148
589	0.1617104235
590	0.1615150277
591	0.1612799676
592	0.161137098
593	0.1607798378
594	0.1605840661
595	0.1604409474
596	0.160195195
597	0.1598747405
598	0.1596935619
599	0.1594869078
600	0.1592866287
601	0.1590835102
602	0.1587631758
603	0.1586351878
604	0.1583501779
605	0.1579837772
606	0.1577289996
607	0.1573404348
608	0.1571639217
609	0.1570492369
610	0.1569525908
611	0.1568588611
612	0.1566705455
613	0.1564462286
614	0.1561749822
615	0.1559963502
616	0.1557491632
617	0.1554479521
618	0.1552170561
619	0.154992435
620	0.1547703063
621	0.1546040536
622	0.1544309924
623	0.1541859925
624	0.1540691002
625	0.1538491412
626	0.1536747168
627	0.1535184222
628	0.1532908119
629	0.1530892401
630	0.1528119971
631	0.152602656
632	0.1524469297
633	0.15225669
634	0.1519921687
635	0.1518208317
636	0.1516445324
637	0.1516129932
638	0.1515055244
639	0.1511965023
640	0.1509260219
641	0.1506703697
642	0.1505165412
643	0.1504107241
644	0.1502301206
645	0.1500885848
646	0.1497374654
647	0.1496349031
648	0.1493551435
649	0.1491559397
650	0.1488763365
651	0.1485950941
652	0.1483962724
653	0.1482847821
654	0.1481354913
655	0.1480380922
656	0.1477976618
657	0.1476512699
658	0.1474010428
659	0.1472950177
660	0.1471092161
661	0.1468868051
662	0.1467188541
663	0.1464566495
664	0.1463032548
665	0.1460645366
666	0.1459418053
667	0.1455803681
668	0.1453563321
669	0.1451490487
670	0.1449423036
671	0.1448213297
672	0.1446143375
673	0.144364484
674	0.1441847138
675	0.1440709201
676	0.1438524402
677	0.1437621004
678	0.1435382282
679	0.1434189931
680	0.1432201837
681	0.1429539796
682	0.1427837297
683	0.1426665055
684	0.1425485513
685	0.1424080916
686	0.1422659116
687	0.1422242703
688	0.1420016798
689	0.1417535428
690	0.1415949941
691	0.1413574975
692	0.1410806919
693	0.1409803178
694	0.140790229
695	0.1405274093
696	0.1403213792
697	0.1400906737
698	0.1398567173
699	0.1396587473
700	0.139515202
701	0.1393562593
702	0.1392044926
703	0.1390985574
704	0.1388935651
705	0.1388129981
706	0.1387567865
707	0.1386720021
708	0.1384389617
709	0.1384178752
710	0.1382773519
711	0.1381941622
712	0.1380102322
713	0.1378613356
714	0.1377062161
715	0.1374982284
716	0.1372927973
717	0.1370205383
718	0.1368515676
719	0.1365963754
720	0.1363313697
721	0.1362791185
722	0.1361850695
723	0.1360661747
724	0.1358639565
725	0.1356151643
726	0.1354835387
727	0.1354258863
728	0.135334293
729	0.1350288568
730	0.1348188455
731	0.1347286361
732	0.134607962
733	0.1344070116
734	0.1343619935
735	0.1342352055
736	0.1340610824
737	0.1338951945
738	0.1336279568
739	0.133396511
740	0.1331916318
741	0.1330464478
742	0.1328440436
743	0.1326731502
744	0.1325779237
745	0.1323885344
746	0.1321664964
747	0.1320201507
748	0.1319066582
749	0.1318044941
750	0.1315447999
751	0.1314078328
752	0.1311572873
753	0.1310852442
754	0.1308616748
755	0.1307548152
756	0.1305480823
757	0.130449864
758	0.1303993827
759	0.1302469082
760	0.1300370791
761	0.1298096887
762	0.129663461
763	0.1294623277
764	0.1293214731
765	0.1290680346
766	0.1288753763
767	0.1287280258
768	0.128571412
769	0.1283395198
770	0.1281854865
771	0.1280106136
772	0.1277454726
773	0.1274736017
774	0.1273201941
775	0.1270924819
776	0.1269370259
777	0.1268284838
778	0.1265279653
779	0.1263519757
780	0.1263202576
781	0.126246427
782	0.1261644978
783	0.1259857602
784	0.1258467965
785	0.1256676299
786	0.1255953967
787	0.1253675219
788	0.1252028983
789	0.1249951598
790	0.1247842089
791	0.1245609489
792	0.1244219882
793	0.1243731726
794	0.1242536154
795	0.1241710367
796	0.1241085376
797	0.1238616228
798	0.1238190529
799	0.1236641038
800	0.1234748021
801	0.1233750384
802	0.123313684
803	0.1230771142
804	0.1229613498
805	0.1226918327
806	0.1225108759
807	0.1222235289
808	0.1220613243
809	0.1218288835
810	0.12177259
811	0.1216081766
812	0.1215090888
813	0.121426277
814	0.1212169533
815	0.1210987069
816	0.1209288766
817	0.1207213383
818	0.1206977321
819	0.1205953434
820	0.1204476972
821	0.1203543557
822	0.1202103424
823	0.1200242015
824	0.1198437923
825	0.1196137858
826	0.1194731615
827	0.119369784
828	0.1192055899
829	0.1191299295
830	0.1189830392
831	0.1188712613
832	0.1186864926
833	0.1185281199
834	0.1184654262
835	0.1183031385
836	0.1180596899
837	0.1179343084
838	0.1178584888
839	0.117582553
840	0.1174353179
841	0.1173706422
842	0.1172994772
843	0.1171742837
844	0.1170898364
845	0.1168747229
846	0.1167427456
847	0.1165618175
848	0.116421471
849	0.1162498999
850	0.1161721527
851	0.1160130194
852	0.1159111708
853	0.1157703
854	0.1155037648
855	0.1153110235
856	0.1151977987
857	0.1150941961
858	0.1150713259
859	0.1149258563
860	0.114795789
861	0.1145989278
862	0.114431997
863	0.1142529624
864	0.1141426757
865	0.1140472933
866	0.1138458125
867	0.1136405267
868	0.1134176217
869	0.1132690062
870	0.1130579422
871	0.1130397064
872	0.1129571243
873	0.1128462862
874	0.1126757119
875	0.1124458702
876	0.1122827304
877	0.1122177622
878	0.1119902523
879	0.1118990859
880	0.1117713287
881	0.111521358
882	0.111428021
883	0.1112631791
884	0.1110825414
885	0.1109487907
886	0.110805493
887	0.1106699158
888	0.1104754086
889	0.1103939289
890	0.1101893203
891	0.1100432712
892	0.1099062628
893	0.1097383531
894	0.1096293213
895	0.1095148257
896	0.1093744115
897	0.1091359639
898	0.1089728633
899	0.1087783727
900	0.1086238446
901	0.1084098396
902	0.1083045191
903	0.1081306147
904	0.1079792842
905	0.1078715404
906	0.1076483468
907	0.107422243
908	0.1072340806
909	0.1069981408
910	0.1068821136
911	0.1068523672
912	0.1067384612
913	0.1065597154
914	0.1062810005
915	0.1061960591
916	0.1060309991
917	0.1058473308
918	0.105690762
919	0.105478201
920	0.1052666567
921	0.1051062024
922	0.1050611021
923	0.1049540409
924	0.1048649734
925	0.104756804
926	0.1046760418
927	0.104469627
928	0.1044005846
929	0.1042526213
930	0.10405324
931	0.1038963785
932	0.1038161299
933	0.1036616369
934	0.1035573282
935	0.1033946408
936	0.1032647846
937	0.1030310482
938	0.1029720977
939	0.1027849338
940	0.10261375
941	0.1024548881
942	0.1022908395
943	0.1021342479
944	0.1019731338
945	0.1018036343
946	0.1016068582
947	0.1014944089
948	0.1013397436
949	0.1011981786
950	0.1011189662
951	0.1009136261
952	0.1007839044
953	0.1006478254
954	0.1005691959
955	0.1004348058
956	0.1002917977
957	0.1001823987
958	0.09997192012
959	0.09986686685
960	0.09977328127
961	0.09963150141
962	0.09939979981
963	0.09925563112
964	0.09909928127
965	0.09896338241
966	0.09888939358
967	0.09883185022
968	0.098761317
969	0.09864070318
970	0.09844817
971	0.09827058107
972	0.09812697755
973	0.09792790622
974	0.09776169844
975	0.09768124423
976	0.09751816084
977	0.09738478053
978	0.09725944906
979	0.0971555392
980	0.09707396483
981	0.09685674426
982	0.09670135165
983	0.09656832028
984	0.09641383358
985	0.0962464539
986	0.09609078609
987	0.09596040232
988	0.09582141489
989	0.09574075125
990	0.09556006066
991	0.09545841114
992	0.09534491204
993	0.09519961213
994	0.09513043037
995	0.0949714888
996	0.09478304817
997	0.09464591819
998	0.09455703506
999	0.09444906025
